open,high,low,close,ma20,ma50,ma100,upper_bb20_2,lower_bb20_2,bb_status,lagged_close_1,pl_close_1_hr,trade_close_1_hr,lagged_close_4,pl_close_4_hr,trade_close_4_hr,month,time,hr,weekday,weekday_name,up_bb20_low_bb20_diff,close_ma20_diff,close_ma50_diff,close_ma100_diff,ma20_ma50_diff,ma50_ma100_diff,bb_slope_lag1,market_state_lag1,market_bb
134.362,134.63,134.258,134.53,133.76825000000002,132.84857999999997,131.73771,134.67316124891823,132.8633387510818,inside_bb,134.359,-0.17099999999999227,0,134.22,-0.3100000000000023,0,January,11:00:00,11,4,Friday,1.8098224978364215,0.761749999999978,1.6814200000000312,2.7922900000000084,0.9196700000000533,1.1108699999999772,0.10474968167548582,bullish,continue
134.529,134.688,134.45,134.672,133.823,132.9335,131.77519,134.80813605792764,132.83786394207237,inside_bb,134.53,-0.1419999999999959,0,134.346,-0.3259999999999934,0,January,12:00:00,12,4,Friday,1.9702721158552663,0.8489999999999895,1.7384999999999877,2.896809999999988,0.8894999999999982,1.1583100000000002,0.13497480900940673,bullish,continue
134.67,134.772,133.231,133.368,133.82895000000002,132.99022,131.80008,134.80083725250236,132.85706274749768,inside_bb,134.672,1.304000000000002,1,134.409,1.0409999999999968,1,January,13:00:00,13,4,Friday,1.9437745050046829,-0.4609500000000253,0.37778000000000134,1.5679199999999867,0.8387300000000266,1.1901399999999853,-0.0072988054252789425,flat,continue
133.374,134.104,133.25,134.0,133.87305,133.05354,131.83225000000002,134.7874488476749,132.9586511523251,inside_bb,133.368,-0.632000000000005,0,134.359,0.35900000000000887,1,January,14:00:00,14,4,Friday,1.828797695349806,0.12694999999999368,0.9464600000000019,2.167749999999984,0.8195100000000082,1.221289999999982,-0.013388404827452405,flat,continue
133.994,133.994,132.351,132.431,133.83535,133.08802,131.84886999999998,134.91621364591018,132.75448635408983,lower_crossover,134.0,1.5689999999999884,1,134.53,2.0989999999999895,1,January,15:00:00,15,4,Friday,2.161727291820341,-1.4043499999999938,-0.6570199999999886,0.5821300000000349,0.7473300000000052,1.2391500000000235,0.12876479823526665,bullish,continue
132.432,132.545,132.18,132.208,133.77755,133.11216,131.86359000000002,135.06788206252367,132.48721793747632,lower_crossover,132.431,0.2230000000000132,1,134.672,2.4639999999999986,1,January,16:00:00,16,4,Friday,2.580664125047349,-1.5695499999999925,-0.9041599999999903,0.3444099999999821,0.6653900000000021,1.2485699999999724,0.1516684166134894,bullish,continue
132.211,132.345,132.074,132.11,133.7131,133.11414000000002,131.87827,135.19725432592284,132.22894567407715,lower_crossover,132.208,0.09799999999998477,1,133.368,1.2579999999999814,1,January,17:00:00,17,4,Friday,2.968308651845689,-1.6030999999999835,-1.0041400000000067,0.2317300000000273,0.5989599999999768,1.235870000000034,0.1293722633991763,bullish,continue
132.107,132.22,132.045,132.097,133.64749999999998,133.11606,131.89222,135.29521784758822,131.99978215241174,inside_bb,132.11,0.01300000000000523,1,134.0,1.9029999999999916,1,January,18:00:00,18,4,Friday,3.2954356951764794,-1.5504999999999711,-1.019059999999996,0.20477999999999952,0.531439999999975,1.2238399999999956,0.09796352166537758,bullish,continue
132.096,132.112,131.992,132.019,133.5826,133.10556,131.90457,135.38053266076048,131.78466733923955,inside_bb,132.097,0.07800000000000296,1,132.431,0.41200000000000614,1,January,19:00:00,19,4,Friday,3.5958653215209324,-1.563600000000008,-1.0865599999999915,0.1144299999999987,0.47704000000001656,1.2009899999999902,0.08531481317226053,bullish,continue
132.033,132.13,132.022,132.094,133.51055,133.09794,131.91806,135.42803239269972,131.59306760730027,inside_bb,132.019,-0.07499999999998863,0,132.208,0.11400000000000432,1,January,20:00:00,20,4,Friday,3.8349647853994497,-1.4165500000000009,-1.00394,0.1759399999999971,0.4126100000000008,1.1798799999999972,0.047499731939240064,flat,continue
132.095,132.159,132.016,132.076,133.42415,133.08720000000002,131.93105,135.439200243594,131.409099756406,inside_bb,132.094,0.018000000000000682,1,132.11,0.034000000000020236,1,January,21:00:00,21,4,Friday,4.030100487188008,-1.348150000000004,-1.0112000000000307,0.14494999999999436,0.3369499999999732,1.156150000000025,0.011167850894281628,flat,continue
131.904,132.13,131.904,132.123,133.3483,133.07604,131.94440999999998,135.44181712121966,131.25478287878033,inside_bb,132.076,-0.046999999999997044,0,132.097,-0.025999999999982037,0,January,22:00:00,22,6,Sunday,4.187034242439324,-1.2253000000000043,-0.9530400000000157,0.17859000000001402,0.2722599999999886,1.1316300000000297,0.002616877625655434,flat,continue
132.101,132.285,131.785,131.802,133.24775,133.05955999999998,131.95502,135.43822016101876,131.05727983898123,inside_bb,132.123,0.32099999999999795,1,132.019,0.21700000000001296,1,January,23:00:00,23,6,Sunday,4.380940322037532,-1.4457500000000039,-1.2575599999999838,-0.15301999999999794,0.18819000000002006,1.1045399999999859,-0.0035969602008947277,flat,continue
131.807,132.112,131.706,131.828,133.1436,133.04868,131.96609999999998,135.39842419900506,130.88877580099492,inside_bb,131.802,-0.02600000000001046,0,132.094,0.26599999999999113,1,January,00:00:00,0,0,Monday,4.5096483980101425,-1.3155999999999892,-1.2206799999999873,-0.13809999999998013,0.09492000000000189,1.0825800000000072,-0.03979596201369873,flat,continue
131.828,131.997,131.588,131.741,133.02285,133.03853999999998,131.97620999999998,135.3078502671883,130.73784973281172,inside_bb,131.828,0.08699999999998909,1,132.076,0.33499999999997954,1,January,01:00:00,1,0,Monday,4.570000534376561,-1.2818499999999915,-1.2975399999999695,-0.2352099999999666,-0.015689999999978,1.0623300000000029,-0.09057393181677753,bearish,continue
131.741,131.784,131.34,131.349,132.8891,133.02796,131.98232,135.23957658325267,130.53862341674736,inside_bb,131.741,0.39200000000002433,1,132.123,0.7740000000000009,1,January,02:00:00,2,0,Monday,4.700953166505315,-1.5401000000000238,-1.6789600000000178,-0.6333199999999977,-0.138859999999994,1.04564000000002,-0.06827368393561528,bearish,continue
131.347,131.645,131.302,131.629,132.75955000000002,133.02116,131.99069,135.08666291427545,130.4324370857246,inside_bb,131.349,-0.28000000000000114,0,131.802,0.17300000000000182,1,January,03:00:00,3,0,Monday,4.654225828550864,-1.130550000000028,-1.3921600000000183,-0.36169000000001006,-0.26160999999999035,1.0304700000000082,-0.15291366897722014,bearish,continue
131.625,131.727,131.527,131.699,132.62720000000002,133.01554,132.00161,134.87411700828122,130.38028299171881,inside_bb,131.629,-0.0700000000000216,0,131.828,0.12899999999999068,1,January,04:00:00,4,0,Monday,4.493834016562403,-0.9282000000000039,-1.316539999999975,-0.30260999999998717,-0.38833999999997104,1.0139299999999878,-0.21254590599423295,bearish,continue
131.699,131.912,131.684,131.845,132.499,133.00547999999998,132.01859000000002,134.60609787947365,130.39190212052634,inside_bb,131.699,-0.14599999999998658,0,131.741,-0.103999999999985,0,January,05:00:00,5,0,Monday,4.214195758947312,-0.6539999999999964,-1.1604799999999784,-0.17359000000001856,-0.5064799999999821,0.9868899999999599,-0.2680191288075662,bearish,continue
131.843,131.944,131.712,131.803,132.3712,132.9954,132.03742,134.30633231969676,130.4360676803032,inside_bb,131.845,0.04200000000000159,1,131.349,-0.45400000000000773,0,January,06:00:00,6,0,Monday,3.870264639393554,-0.5681999999999903,-1.1923999999999921,-0.23442000000000007,-0.6242000000000019,0.9579799999999921,-0.2997655597768869,bearish,continue
131.806,132.368,131.6,132.233,132.25635,132.9905,132.06187,133.9031889209565,130.6095110790435,inside_bb,131.803,-0.4300000000000068,0,131.629,-0.6040000000000134,0,January,07:00:00,7,0,Monday,3.293677841912995,-0.023349999999993543,-0.7574999999999932,0.1711300000000051,-0.7341499999999996,0.9286299999999983,-0.4031433987402693,bearish,continue
132.23,132.272,131.989,132.147,132.1301,132.98468,132.08741,133.32131201436025,130.93888798563975,inside_bb,132.233,0.08600000000001273,1,131.699,-0.4479999999999791,0,January,08:00:00,8,0,Monday,2.382424028720493,0.016899999999992588,-0.837680000000006,0.05958999999998582,-0.8545799999999986,0.8972699999999918,-0.5818769065962499,bearish,continue
132.148,132.572,132.13,132.441,132.08375,132.98388,132.11369,133.13621375109395,131.03128624890607,inside_bb,132.147,-0.29400000000001114,0,131.845,-0.5960000000000036,0,January,09:00:00,9,0,Monday,2.104927502187877,0.3572499999999934,-0.5428799999999967,0.3273100000000113,-0.9001299999999901,0.870190000000008,-0.18509826326629764,bearish,continue
132.438,132.655,132.363,132.622,132.01485,132.98452,132.14149,132.62773524726424,131.40196475273575,upper_hit,132.441,-0.1810000000000116,0,131.803,-0.8190000000000168,0,January,10:00:00,10,0,Monday,1.22577049452849,0.6071500000000185,-0.3625199999999893,0.48051000000000954,-0.9696700000000078,0.8430299999999988,-0.508478503829707,bearish,continue
132.619,132.64,132.36,132.51,132.0188,132.98406,132.16548,132.64387518705516,131.39372481294484,upper_near,132.622,0.11200000000002319,1,132.233,-0.2769999999999868,0,January,11:00:00,11,0,Monday,1.2501503741103193,0.4911999999999921,-0.4740600000000086,0.3445199999999886,-0.9652600000000007,0.8185799999999972,0.01613993979091788,flat,continue
132.507,132.517,132.124,132.284,132.02259999999998,132.98012,132.18054,132.6534158126363,131.39178418736367,inside_bb,132.51,0.2259999999999991,1,132.147,-0.13700000000000045,0,January,12:00:00,12,0,Monday,1.2616316252726278,0.26140000000000896,-0.6961200000000076,0.10345999999998412,-0.9575200000000166,0.7995799999999917,0.009540625581138329,flat,continue
132.282,132.287,131.723,131.782,132.0062,132.96676,132.19421,132.64445934342714,131.36794065657287,inside_bb,132.284,0.5019999999999811,1,132.441,0.6589999999999918,1,January,13:00:00,13,0,Monday,1.2765186868542742,-0.22419999999999618,-1.184759999999983,-0.41220999999998753,-0.9605599999999868,0.7725499999999954,-0.008956469209152829,flat,continue
131.783,132.068,131.683,131.878,131.99525,132.94914,132.20607,132.6344639498498,131.3560360501502,inside_bb,131.782,-0.09599999999997522,0,132.622,0.7440000000000282,1,January,14:00:00,14,0,Monday,1.2784278996995795,-0.11725000000001273,-1.071140000000014,-0.3280700000000252,-0.9538900000000012,0.7430699999999888,-0.009995393577355571,flat,continue
131.883,132.072,131.829,131.944,131.9915,132.91425999999998,132.21678,132.63100721159546,131.35199278840454,inside_bb,131.878,-0.0660000000000025,0,132.51,0.5660000000000025,1,January,15:00:00,15,0,Monday,1.2790144231909153,-0.04750000000001364,-0.9702599999999961,-0.27278000000001157,-0.9227599999999825,0.6974799999999846,-0.003456738254328684,flat,continue
131.948,131.955,131.552,131.578,131.96570000000003,132.87094,132.22281999999998,132.62898817266586,131.3024118273342,inside_bb,131.944,0.36599999999998545,1,132.284,0.7059999999999889,1,January,16:00:00,16,0,Monday,1.3265763453316595,-0.3877000000000237,-1.2929399999999873,-0.6448199999999815,-0.9052399999999636,0.6481200000000058,-0.0020190389296033118,flat,continue
131.579,131.935,131.55,131.76,131.9499,132.82876,132.23389,132.61716808310848,131.28263191689155,inside_bb,131.578,-0.18199999999998795,0,131.782,0.02200000000001978,1,January,17:00:00,17,0,Monday,1.3345361662169353,-0.18990000000002283,-1.0687599999999975,-0.47389000000001147,-0.8788599999999747,0.594869999999986,-0.011820089557375013,flat,continue
131.762,131.881,131.67,131.849,131.9362,132.7942,132.25054,132.59974473929876,131.27265526070127,inside_bb,131.76,-0.08899999999999864,0,131.878,0.028999999999996362,1,January,18:00:00,18,0,Monday,1.327089478597486,-0.08720000000002415,-0.9451999999999998,-0.40154000000001133,-0.8579999999999757,0.5436599999999885,-0.017423343809724656,flat,continue
131.85,131.857,131.52,131.567,131.92445,132.76056,132.25880999999998,132.60607699322517,131.24282300677484,inside_bb,131.849,0.28199999999998226,1,131.944,0.37699999999998113,1,January,19:00:00,19,0,Monday,1.3632539864503315,-0.35745000000000005,-1.1935599999999909,-0.6918099999999754,-0.8361099999999908,0.5017500000000155,0.0063322539264163424,flat,continue
131.566,131.878,131.563,131.79,131.92255,132.734,132.26836,132.6055195146148,131.2395804853852,inside_bb,131.567,-0.22299999999998477,0,131.578,-0.21199999999998909,0,January,20:00:00,20,0,Monday,1.3659390292295939,-0.13255000000000905,-0.9440000000000168,-0.4783600000000092,-0.8114500000000078,0.4656400000000076,-0.0005574786103750284,flat,continue
131.797,131.894,131.77,131.86,131.9285,132.7075,132.27906000000002,132.6068678554935,131.25013214450652,inside_bb,131.79,-0.0700000000000216,0,131.76,-0.10000000000002274,0,January,21:00:00,21,0,Monday,1.3567357109869818,-0.06850000000000023,-0.8474999999999966,-0.41906000000000176,-0.7789999999999964,0.4284399999999948,0.001348340878706722,flat,continue
131.877,131.95,131.746,131.879,131.95499999999998,132.6778,132.29163,132.5771277580745,131.33287224192546,inside_bb,131.86,-0.018999999999977035,0,131.849,-0.030000000000001137,0,January,22:00:00,22,0,Monday,1.2442555161490532,-0.0759999999999934,-0.7988,-0.41263000000000716,-0.7228000000000065,0.3861699999999928,-0.029740097418994083,flat,continue
131.889,131.922,131.58,131.73,131.96005,132.64442,132.30121,132.57260168632487,131.34749831367512,inside_bb,131.879,0.1490000000000009,1,131.567,-0.1629999999999825,0,January,23:00:00,23,0,Monday,1.2251033726497553,-0.23005000000000564,-0.9144200000000069,-0.5712100000000078,-0.6843700000000013,0.3432099999999991,-0.004526071749637595,flat,continue
131.729,132.223,131.67,131.702,131.9602,132.61028,132.30864,132.57248393825986,131.3479160617401,inside_bb,131.73,0.027999999999991587,1,131.79,0.08799999999999386,1,January,00:00:00,0,1,Tuesday,1.2245678765197567,-0.258199999999988,-0.9082799999999907,-0.6066399999999987,-0.6500800000000027,0.3016399999999919,-0.00011774806500852719,flat,continue
131.7,131.74,131.37,131.52,131.94395,132.57434,132.31376,132.58565151283705,131.30224848716296,inside_bb,131.702,0.18199999999998795,1,131.86,0.3400000000000034,1,January,01:00:00,1,1,Tuesday,1.2834030256740903,-0.4239499999999907,-1.0543399999999963,-0.7937599999999918,-0.6303900000000056,0.2605800000000045,0.01316757457718154,flat,continue
131.517,131.902,131.485,131.793,131.94345,132.5395,132.32175,132.58562934041947,131.30127065958055,inside_bb,131.52,-0.27299999999999613,0,131.879,0.08599999999998431,1,January,02:00:00,2,1,Tuesday,1.2843586808389205,-0.1504500000000064,-0.7464999999999975,-0.5287500000000023,-0.5960499999999911,0.21774999999999523,-2.21724175730742e-05,flat,continue
131.788,131.917,131.77,131.828,131.9232,132.49998,132.3271,132.55234498370785,131.29405501629216,inside_bb,131.793,-0.03499999999999659,0,131.73,-0.09800000000001319,0,January,03:00:00,3,1,Tuesday,1.258289967415692,-0.0952000000000055,-0.6719799999999907,-0.49909999999999854,-0.5767799999999852,0.17287999999999215,-0.03328435671161856,flat,continue
131.829,132.025,131.81,131.987,131.9152,132.46692000000002,132.33680999999999,132.53638142107854,131.29401857892145,inside_bb,131.828,-0.15899999999999181,0,131.702,-0.2849999999999966,0,January,04:00:00,4,1,Tuesday,1.2423628421570925,0.07179999999999609,-0.4799200000000212,-0.34980999999999085,-0.5517200000000173,0.13011000000003037,-0.015963562629309536,flat,continue
131.985,132.035,131.65,131.775,131.8819,132.42616,132.34812,132.4538546908799,131.3099453091201,inside_bb,131.987,0.21199999999998909,1,131.52,-0.25499999999999545,0,January,05:00:00,5,1,Tuesday,1.1439093817597836,-0.106899999999996,-0.6511600000000044,-0.5731199999999887,-0.5442600000000084,0.07804000000001565,-0.08252673019865142,bearish,continue
131.774,132.005,131.729,131.916,131.8466,132.38626,132.35913,132.30136906805723,131.39183093194276,inside_bb,131.775,-0.14099999999999113,0,131.793,-0.12299999999999045,0,January,06:00:00,6,1,Tuesday,0.9095381361144632,0.06940000000000168,-0.4702599999999961,-0.44312999999999647,-0.5396599999999978,0.027129999999999654,-0.15248562282266676,bearish,continue
131.915,132.291,131.85,132.222,131.8322,132.34758,132.37487,132.210297509003,131.454102490997,upper_crossover,131.916,-0.3060000000000116,0,131.828,-0.39400000000000546,0,January,07:00:00,7,1,Tuesday,0.7561950180059966,0.38980000000000814,-0.12557999999998515,-0.15286999999997875,-0.5153799999999933,-0.027289999999993597,-0.09107155905422815,bearish,continue
132.218,132.228,131.728,131.836,131.8098,132.30382,132.38497,132.12264945092787,131.49695054907212,upper_hit,132.222,0.3859999999999957,1,131.987,0.15099999999998204,1,January,08:00:00,8,1,Tuesday,0.625698901855742,0.0262000000000171,-0.467819999999989,-0.5489699999999971,-0.4940200000000061,-0.08115000000000805,-0.08764805807513198,bearish,continue
131.827,131.949,131.688,131.82,131.8117,132.25581999999997,132.3947,132.12430003030371,131.4990999696963,inside_bb,131.836,0.016000000000019554,1,131.775,-0.044999999999987494,0,January,09:00:00,9,1,Tuesday,0.6252000606074262,0.008299999999991314,-0.43581999999997834,-0.5747000000000071,-0.44411999999996965,-0.13888000000002876,0.0016505793758483378,flat,continue
131.823,132.01,131.812,131.975,131.81654999999998,132.2084,132.40722000000002,132.1364068594306,131.49669314056936,inside_bb,131.82,-0.15500000000000114,0,131.916,-0.0589999999999975,0,January,10:00:00,10,1,Tuesday,0.6397137188612305,0.1584500000000162,-0.23340000000001737,-0.43222000000002936,-0.39185000000003356,-0.198820000000012,0.012106829126878438,flat,continue
131.974,132.184,131.962,132.043,131.8215,132.16107999999997,132.42521,132.15253060758243,131.49046939241754,upper_hit,131.975,-0.06800000000001205,0,132.222,0.17900000000000205,1,January,11:00:00,11,1,Tuesday,0.662061215164897,0.22150000000002024,-0.11807999999996355,-0.3822099999999864,-0.3395799999999838,-0.26413000000002285,0.016123748151841255,flat,reverse
132.045,132.444,132.038,132.387,131.86195,132.12164,132.44403999999997,132.25885511924477,131.46504488075524,upper_crossover,132.043,-0.3439999999999941,0,131.836,-0.5509999999999877,0,January,12:00:00,12,1,Tuesday,0.7938102384895274,0.5250499999999931,0.26535999999998694,-0.057039999999972224,-0.2596900000000062,-0.32239999999995916,0.10632451166233636,bullish,continue
132.387,132.477,132.21,132.29,131.88845,132.07684,132.46271000000002,132.3254428218109,131.45145717818912,upper_hit,132.387,0.09700000000000841,1,131.82,-0.46999999999999886,0,January,13:00:00,13,1,Tuesday,0.8739856436217792,0.4015499999999861,0.2131599999999878,-0.17271000000002346,-0.18838999999999828,-0.38587000000001126,0.06658770256612456,bullish,continue
132.288,132.288,131.72,132.01,131.8965,132.02360000000002,132.47854999999998,132.3363552393429,131.4566447606571,inside_bb,132.29,0.28000000000000114,1,131.975,-0.03499999999999659,0,January,14:00:00,14,1,Tuesday,0.8797104786858085,0.11349999999998772,-0.013600000000025148,-0.46854999999999336,-0.12710000000001287,-0.4549499999999682,0.010912417532011887,flat,continue
132.011,132.324,131.92,132.172,131.92675,131.99968,132.49495000000002,132.35423314832715,131.49926685167284,inside_bb,132.01,-0.16200000000000614,0,132.043,-0.12899999999999068,0,January,15:00:00,15,1,Tuesday,0.854966296654311,0.24524999999999864,0.17231999999998493,-0.32295000000002005,-0.0729300000000137,-0.495270000000005,0.01787790898424646,flat,continue
132.173,132.346,132.069,132.255,131.95,131.96478000000002,132.50915999999998,132.39633242272703,131.50366757727295,inside_bb,132.172,-0.08299999999999841,0,132.387,0.132000000000005,1,January,16:00:00,16,1,Tuesday,0.8926648454540782,0.3050000000000068,0.2902199999999766,-0.2541599999999846,-0.014780000000030213,-0.5443799999999612,0.04209927439987382,flat,continue
132.252,132.274,132.09,132.205,131.96724999999998,131.96026,132.52414000000002,132.42544640697722,131.50905359302274,inside_bb,132.255,0.04999999999998295,1,132.29,0.08499999999997954,1,January,17:00:00,17,1,Tuesday,0.9163928139544737,0.23775000000003388,0.24474000000000729,-0.3191400000000044,0.006989999999973406,-0.5638800000000117,0.02911398425018774,flat,continue
132.208,132.305,132.145,132.26,131.98629999999997,131.96130000000002,132.53673,132.46045080878565,131.5121491912143,inside_bb,132.205,-0.0549999999999784,0,132.01,-0.25,0,January,18:00:00,18,1,Tuesday,0.9483016175713601,0.27370000000001937,0.2986999999999682,-0.2767300000000148,0.02499999999994884,-0.575429999999983,0.035004401808436114,flat,continue
132.261,132.288,132.158,132.23,132.01129999999998,131.9637,132.53892,132.48125860959794,131.541341390402,inside_bb,132.26,0.030000000000001137,1,132.172,-0.057999999999992724,0,January,19:00:00,19,1,Tuesday,0.9399172191959337,0.21870000000001255,0.2663000000000011,-0.3089200000000005,0.04759999999998854,-0.5752200000000016,0.0208078008122925,flat,continue
132.231,132.25,132.15,132.233,132.03785,131.96642,132.54124,132.49403014677776,131.58166985322222,inside_bb,132.23,-0.0030000000000143245,0,132.255,0.02199999999999136,1,January,20:00:00,20,1,Tuesday,0.9123602935555368,0.19515000000001237,0.2665800000000047,-0.30823999999998364,0.07142999999999233,-0.5748199999999883,0.01277153717981605,flat,continue
132.234,132.271,132.167,132.242,132.07395000000002,131.97088,132.53822,132.46756240619953,131.68033759380052,inside_bb,132.233,-0.00899999999998613,0,132.205,-0.03699999999997772,0,January,21:00:00,21,1,Tuesday,0.7872248123990175,0.1680499999999654,0.27111999999999625,-0.29622000000000526,0.10307000000003086,-0.5673400000000015,-0.02646774057822654,flat,continue
132.25,132.26,131.963,132.189,132.09375,131.97277999999997,132.53536,132.4671789899361,131.7203210100639,inside_bb,132.242,0.05299999999999727,1,132.26,0.07099999999999795,1,January,22:00:00,22,1,Tuesday,0.7468579798721748,0.09524999999999295,0.21622000000002117,-0.3463600000000042,0.12097000000002822,-0.5625800000000254,-0.0003834162634461791,flat,continue
132.162,132.226,132.06,132.102,132.10745,131.9733,132.53025,132.45930970589137,131.75559029410863,inside_bb,132.189,0.08699999999998909,1,132.23,0.1279999999999859,1,January,23:00:00,23,1,Tuesday,0.7037194117827426,-0.00544999999999618,0.12870000000000914,-0.42824999999999136,0.13415000000000532,-0.5569500000000005,-0.007869284044716096,flat,continue
132.102,132.362,132.089,132.26,132.1211,131.97603999999998,132.52604,132.4744633287477,131.76773667125232,inside_bb,132.102,-0.15799999999998704,0,132.233,-0.026999999999986812,0,January,00:00:00,0,2,Wednesday,0.7067266574953806,0.13889999999997826,0.28396000000000754,-0.26604000000000383,0.14506000000002928,-0.5500000000000114,0.015153622856331594,flat,continue
132.261,132.527,132.22,132.394,132.15204999999997,131.98788000000002,132.52372,132.48565643373584,131.8184435662641,upper_hit,132.26,-0.13400000000001455,0,132.242,-0.15200000000001523,0,January,01:00:00,1,2,Wednesday,0.6672128674717328,0.2419500000000312,0.40611999999998716,-0.12971999999999184,0.16416999999995596,-0.535839999999979,0.011193104988137748,flat,reverse
132.395,132.58,132.32,132.557,132.1841,132.00245999999999,132.52557000000002,132.54432326409932,131.82387673590068,upper_crossover,132.394,-0.1629999999999825,0,132.189,-0.367999999999995,0,January,02:00:00,2,2,Wednesday,0.7204465281986359,0.37289999999998713,0.5545400000000029,0.03142999999997187,0.1816400000000158,-0.523110000000031,0.058666830363478084,bullish,continue
132.559,132.561,132.397,132.451,132.19555,132.01666,132.5276,132.5748959606917,131.8162040393083,inside_bb,132.557,0.10599999999999454,1,132.102,-0.34899999999998954,0,January,03:00:00,3,2,Wednesday,0.758691921383388,0.2554499999999962,0.43433999999999173,-0.07660000000001332,0.17888999999999555,-0.5109400000000051,0.030572696592372495,flat,continue
132.453,132.501,132.264,132.271,132.2173,132.0351,132.53153,132.5577319856307,131.87686801436928,inside_bb,132.451,0.18000000000000682,1,132.26,-0.01099999999999568,0,January,04:00:00,4,2,Wednesday,0.6808639712614308,0.05369999999999209,0.23589999999998668,-0.260530000000017,0.1821999999999946,-0.4964300000000037,-0.01716397506098133,flat,continue
132.273,132.333,132.12,132.263,132.23944999999998,132.04778,132.53447,132.52411968854676,131.9547803114532,inside_bb,132.271,0.007999999999981355,1,132.394,0.13100000000000023,1,January,05:00:00,5,2,Wednesday,0.56933937709357,0.023550000000028604,0.2152200000000164,-0.27146999999999366,0.1916699999999878,-0.48669000000001006,-0.033612297083948306,flat,continue
