close_ma50_1_diff_1,trend_strength_1,up_bb20_low_bb20_diff_1,hr,lagged_close_1,up_bb20_low_bb20_diff_4,close_ma100_4_diff_4,ma50_4_ma100_4_diff_4,ma20_4_ma50_4_diff_4
-0.24528000000000816,2,0.3713451504758041,10,144.355,0.6925928401921624,1.8215600000000052,1.51558,0.4297300000000064
1.7813000000000159,-4,1.0525122626758616,4,136.869,5.007436873506208,3.022630000000021,0.531690000000026,0.1897899999999879
-0.17094000000000165,0,0.632391983292564,23,147.275,1.677841219572258,1.0568499999999972,0.38213000000001784,0.7147199999999998
-1.688760000000002,0,2.7640734166082552,18,142.103,2.4099810351228257,-0.9917700000000025,1.0817099999999868,-0.21377999999998565
0.36488000000002785,0,0.8361504774846367,20,136.757,1.4045795775022043,2.5424600000000055,1.4155800000000056,0.7448799999999949
0.349819999999994,3,0.6834105182087455,4,146.067,1.685099666015276,2.0175700000000063,1.3399100000000317,0.4530099999999777
0.22906000000000404,2,0.8634886156993957,1,132.138,2.480061281080509,1.6501900000000091,0.47839000000001874,0.634350000000012
1.2532999999999959,1,2.2449330642796212,6,137.712,2.3637049954099894,2.7150100000000066,1.0819299999999998,0.11848000000000525
-0.8776400000000137,0,2.7060462827187166,9,131.2,2.6840055769034734,-3.233949999999993,-1.797550000000001,-0.8360499999999718
0.3873800000000074,2,1.5518145711125158,14,134.636,3.2606922351962453,3.62106,1.1471799999999917,1.2936799999999948
-0.4508600000000058,2,0.7314487137786045,21,140.965,2.341129156301008,-0.12857999999999947,-1.341700000000003,1.3920200000000023
-0.8832400000000007,3,1.588774569029738,0,144.799,1.9033008004608973,0.2956399999999917,1.1852599999999995,0.02078000000000202
0.8119399999999928,0,1.5040589434163962,20,131.567,1.8987479420303544,-1.959319999999991,-1.8292000000000144,-0.8771699999999782
0.3205799999999783,-1,0.4724415418975809,9,130.387,1.3112420628449968,0.37990000000002055,-0.22395999999997684,0.2298099999999863
-0.18518000000000256,-2,0.3456900954427624,11,133.168,1.7584021454970298,0.926119999999969,0.3824599999999805,0.840660000000014
0.3835200000000043,1,1.064738386411193,18,136.59,2.6524728879127224,1.529139999999984,-0.021880000000010114,0.4872699999999952
0.11830000000000496,3,0.475256340374699,4,145.553,1.545989051564959,2.786699999999996,1.1634400000000085,1.277909999999963
-0.8474399999999775,-1,1.039580380941004,17,131.109,3.025958318843891,-0.9842600000000061,-0.06430000000000291,0.35223999999996636
0.5713399999999922,0,1.239756495559675,18,140.185,1.4822415316110664,1.0078100000000063,0.7808899999999994,-0.07462999999998488
-0.2266400000000317,0,0.9274336747180314,18,134.414,1.6442043540697568,-0.3763500000000306,0.37182999999998856,-0.38163000000000125
-0.004099999999993997,0,0.806574667766597,4,134.644,1.627348621804174,-0.28723999999999705,0.20327999999997814,-0.2834699999999657
-0.8420600000000036,0,2.3326834423281184,4,131.769,2.5195041366808937,-0.501860000000022,-0.20954000000003248,0.6660300000000063
-1.7188000000000159,-1,2.838517181461043,18,133.172,5.801107738141809,-2.5961300000000165,0.4467099999999675,-0.38248999999999
0.5713199999999858,0,1.5225739978519073,8,133.588,1.618775248538327,1.1606099999999913,-0.6440100000000086,1.0767700000000104
-0.9746999999999844,0,1.4006130837999535,16,132.417,1.4724189764232847,0.2767499999999927,0.3637499999999818,0.9019499999999994
-0.21443999999996777,0,0.6710899536407737,9,145.912,1.2520406249450957,0.44237000000001103,0.4884099999999876,0.3310600000000363
-0.9525000000000148,0,1.2716934420333814,15,132.143,1.661045707417827,1.2316700000000083,0.3699499999999887,0.8762200000000178
-1.4533200000000193,-1,1.4577422196099405,4,139.592,5.127303257552114,-3.5568600000000004,0.17528000000001498,-1.6505900000000224
0.20234000000002084,1,0.5250121200427316,22,138.58,1.4633697809858859,2.4534400000000005,0.9173800000000085,1.2798600000000135
0.38898000000000366,0,0.9558414314370225,13,136.69,3.145090443022923,3.1702599999999848,1.4627799999999809,0.7797300000000291
0.227800000000002,-2,0.869205057015165,13,145.773,1.47800575463026,1.6833000000000027,1.3214399999999955,0.31341000000000463
0.4844200000000001,0,0.7611374035599852,16,144.605,1.709072004324696,3.219520000000017,1.4702200000000119,0.9857499999999959
0.6229799999999841,1,0.59539156473312,8,146.089,1.8235226869075518,1.4585700000000088,1.0723700000000065,-0.0961499999999944
0.48920000000001096,-3,0.8119377730652104,8,134.609,2.402206660997308,1.9805300000000159,0.623170000000016,0.5756099999999833
-0.5692600000000141,0,1.1022583323136814,6,145.472,1.3977822434822542,2.0686099999999783,1.457269999999994,1.0134400000000028
1.1666000000000167,0,1.977025293335771,21,134.11,3.2499173754723643,3.2943100000000243,1.1268699999999967,0.6609400000000107
-0.37971999999999184,2,1.2605825052629598,13,136.701,2.2974806430810872,1.0508999999999844,0.7767800000000022,0.3264700000000005
0.536360000000002,0,0.997172338816597,20,145.502,2.309129195669186,3.053779999999989,1.0782199999999875,1.051860000000005
-0.1967599999999834,-1,0.5633404126616028,3,147.112,1.496183200220571,1.1491800000000012,0.3811199999999815,0.7400099999999838
-0.035219999999981155,0,0.8842394529103217,10,146.441,1.1827927701163503,1.1109400000000278,0.5832200000000398,0.47021999999998343
0.6868000000000052,-2,0.6583288570847117,11,139.546,1.9917213396598754,3.0942599999999914,1.4484799999999893,0.9205300000000136
-0.570840000000004,0,0.9040697690543311,8,134.07,4.9967075433470995,-0.4832499999999982,0.5583900000000028,0.2973100000000102
-0.46000000000000796,0,1.1029518097744244,18,136.111,1.4425751681809516,1.6958799999999883,1.3654199999999719,0.5609100000000069
-1.7378199999999993,0,4.0102654801155495,0,134.959,3.655965357440209,-1.3002600000000086,0.6473199999999792,0.2082200000000114
0.02985999999998512,-1,0.4982368912903894,5,140.242,1.8304694135189266,3.0128899999999987,1.8037300000000016,1.0579600000000084
0.08162000000001512,-2,1.0377485548692675,1,131.512,2.4077017738082986,1.5320600000000013,0.4336399999999969,1.2695700000000159
0.30588000000000193,1,0.4027193877058721,10,133.817,3.0634751233851034,1.8023900000000026,0.41188999999999965,0.4860999999999933
0.5088399999999922,3,1.4840739943245467,19,146.165,1.6523364001139385,2.4648300000000063,1.3820700000000272,0.5812599999999861
