date,open,high,low,close
17/01/2023 09:00,128.455,128.84,128.449,128.786
17/01/2023 10:00,128.783,129.121,128.625,128.878
17/01/2023 11:00,128.874,128.98,128.67,128.703
17/01/2023 12:00,128.706,128.796,128.31,128.552
17/01/2023 13:00,128.557,128.79,128.376,128.71
17/01/2023 14:00,128.707,128.717,128.239,128.292
17/01/2023 15:00,128.291,128.639,128.12,128.14
17/01/2023 16:00,128.141,128.287,127.986,128.179
17/01/2023 17:00,128.183,128.33,128.08,128.25
17/01/2023 18:00,128.247,128.415,128.21,128.396
17/01/2023 19:00,128.397,128.444,128.177,128.337
17/01/2023 20:00,128.336,128.347,128.167,128.205
17/01/2023 21:00,128.207,128.281,128.101,128.139
17/01/2023 22:00,128.124,128.24,128.08,128.214
17/01/2023 23:00,128.215,128.3,128.173,128.284
18/01/2023 00:00,128.281,128.905,128.21,128.842
18/01/2023 01:00,128.843,129.056,128.508,128.557
18/01/2023 02:00,128.559,130.806,128.367,130.535
18/01/2023 03:00,130.534,131.253,130.41,131.135
18/01/2023 04:00,131.137,131.576,131.08,131.331
18/01/2023 05:00,131.339,131.538,130.755,130.812
18/01/2023 06:00,130.815,131.23,130.524,130.728
18/01/2023 07:00,130.727,130.919,130.037,130.253
18/01/2023 08:00,130.25,130.316,129.6,129.663
18/01/2023 09:00,129.668,129.909,129.195,129.39
18/01/2023 10:00,129.389,129.582,129.055,129.18
18/01/2023 11:00,129.183,129.39,128.836,128.987
18/01/2023 12:00,128.984,129.24,128.88,129.08
18/01/2023 13:00,129.077,129.142,127.997,128.125
18/01/2023 14:00,128.121,128.29,127.56,128.127
18/01/2023 15:00,128.133,128.44,128.006,128.365
18/01/2023 16:00,128.364,128.611,128.219,128.464
18/01/2023 17:00,128.459,128.953,128.44,128.818
18/01/2023 18:00,128.815,128.847,128.6,128.776
18/01/2023 19:00,128.775,128.896,128.662,128.69
18/01/2023 20:00,128.691,128.866,128.68,128.864
18/01/2023 21:00,128.863,128.938,128.767,128.848
18/01/2023 22:00,128.909,128.95,128.591,128.76
18/01/2023 23:00,128.762,128.845,128.445,128.552
19/01/2023 00:00,128.554,128.606,128.277,128.425
19/01/2023 01:00,128.419,128.696,128.304,128.574
19/01/2023 02:00,128.573,128.635,128.36,128.429
19/01/2023 03:00,128.421,128.446,128.149,128.286
19/01/2023 04:00,128.287,128.296,127.9,128.031
19/01/2023 05:00,128.024,128.068,127.759,127.982
19/01/2023 06:00,127.983,128.032,127.759,127.956
19/01/2023 07:00,127.952,128.245,127.893,128.181
19/01/2023 08:00,128.179,128.34,128.08,128.193
19/01/2023 09:00,128.191,128.399,128.189,128.315
19/01/2023 10:00,128.317,128.667,128.304,128.503
19/01/2023 11:00,128.506,128.722,128.429,128.616
19/01/2023 12:00,128.605,128.658,128.36,128.627
19/01/2023 13:00,128.63,128.814,128.355,128.384
19/01/2023 14:00,128.386,128.494,128.23,128.345
19/01/2023 15:00,128.344,128.62,128.292,128.458
19/01/2023 16:00,128.458,128.592,128.407,128.488
19/01/2023 17:00,128.485,128.624,128.37,128.564
19/01/2023 18:00,128.563,128.628,128.39,128.44
19/01/2023 19:00,128.442,128.535,128.348,128.444
19/01/2023 20:00,128.447,128.478,128.296,128.432
19/01/2023 21:00,128.43,128.446,128.35,128.428
19/01/2023 22:00,128.427,128.461,128.336,128.408
19/01/2023 23:00,128.417,128.48,128.346,128.37
20/01/2023 00:00,128.37,128.685,128.339,128.631
20/01/2023 01:00,128.628,128.887,128.51,128.832
20/01/2023 02:00,128.835,128.891,128.724,128.756
20/01/2023 03:00,128.753,128.82,128.69,128.816
20/01/2023 04:00,128.817,129.124,128.813,129.049
20/01/2023 05:00,129.05,129.3,128.99,129.17
20/01/2023 06:00,129.169,129.183,129.02,129.167
20/01/2023 07:00,129.162,129.18,128.772,128.882
20/01/2023 08:00,128.886,129.256,128.72,129.222
20/01/2023 09:00,129.225,129.5,129.155,129.466
20/01/2023 10:00,129.462,129.733,129.159,129.627
20/01/2023 11:00,129.63,129.98,129.507,129.912
20/01/2023 12:00,129.917,130.29,129.85,130.111
20/01/2023 13:00,130.108,130.613,130.034,130.598
20/01/2023 14:00,130.605,130.612,130.14,130.218
20/01/2023 15:00,130.215,130.302,129.68,129.926
20/01/2023 16:00,129.925,129.984,129.71,129.975
20/01/2023 17:00,129.976,129.99,129.62,129.733
20/01/2023 18:00,129.735,129.796,129.478,129.609
20/01/2023 19:00,129.608,129.618,129.444,129.559
20/01/2023 20:00,129.56,129.604,129.48,129.58
20/01/2023 21:00,129.582,129.602,129.49,129.567
22/01/2023 22:00,129.472,129.585,129.472,129.566
22/01/2023 23:00,129.595,129.647,129.309,129.386
23/01/2023 00:00,129.385,129.53,129.243,129.275
23/01/2023 01:00,129.274,129.306,129.063,129.201
23/01/2023 02:00,129.2,129.253,129.092,129.183
23/01/2023 03:00,129.185,129.326,129.04,129.308
23/01/2023 04:00,129.307,129.745,129.304,129.584
23/01/2023 05:00,129.586,129.891,129.552,129.856
23/01/2023 06:00,129.852,130.171,129.818,130.086
23/01/2023 07:00,130.086,130.319,129.92,130.12
23/01/2023 08:00,130.124,130.151,129.615,129.716
23/01/2023 09:00,129.72,129.916,129.71,129.83
23/01/2023 10:00,129.833,130.042,129.7,130.038
23/01/2023 11:00,130.037,130.332,130.009,130.322
23/01/2023 12:00,130.321,130.46,130.11,130.23
23/01/2023 13:00,130.241,130.635,130.21,130.494
23/01/2023 14:00,130.493,130.887,130.471,130.63
23/01/2023 15:00,130.629,130.798,130.427,130.607
23/01/2023 16:00,130.614,130.712,130.43,130.695
23/01/2023 17:00,130.692,130.753,130.6,130.639
23/01/2023 18:00,130.645,130.678,130.552,130.65
23/01/2023 19:00,130.651,130.716,130.584,130.671
23/01/2023 20:00,130.67,130.714,130.605,130.692
23/01/2023 21:00,130.689,130.702,130.64,130.66
23/01/2023 22:00,130.63,130.661,130.534,130.589
23/01/2023 23:00,130.601,130.615,130.452,130.593
24/01/2023 00:00,130.597,130.729,130.25,130.391
24/01/2023 01:00,130.392,130.437,130.236,130.256
24/01/2023 02:00,130.255,130.423,130.139,130.313
24/01/2023 03:00,130.313,130.447,130.227,130.379
24/01/2023 04:00,130.38,130.444,130.18,130.288
24/01/2023 05:00,130.286,130.346,130.062,130.142
24/01/2023 06:00,130.146,130.178,130.03,130.051
24/01/2023 07:00,130.05,130.202,129.718,129.849
24/01/2023 08:00,129.857,130.155,129.761,130.014
24/01/2023 09:00,130.016,130.39,129.99,130.11
24/01/2023 10:00,130.109,130.275,130.04,130.142
24/01/2023 11:00,130.138,130.301,130.11,130.189
24/01/2023 12:00,130.192,130.334,130.14,130.267
24/01/2023 13:00,130.268,130.49,130.188,130.43
24/01/2023 14:00,130.429,131.115,130.33,131.067
24/01/2023 15:00,131.069,131.109,130.04,130.093
24/01/2023 16:00,130.089,130.242,129.864,130.078
24/01/2023 17:00,130.074,130.105,129.89,130.018
24/01/2023 18:00,130.017,130.09,129.96,130.088
24/01/2023 19:00,130.085,130.105,130.01,130.044
24/01/2023 20:00,130.047,130.154,130.01,130.152
24/01/2023 21:00,130.153,130.201,130.114,130.148
24/01/2023 22:00,130.161,130.201,130.134,130.15
24/01/2023 23:00,130.156,130.247,130.022,130.21
25/01/2023 00:00,130.212,130.465,130.199,130.334
25/01/2023 01:00,130.334,130.37,130.18,130.269
25/01/2023 02:00,130.267,130.33,130.105,130.315
25/01/2023 03:00,130.316,130.573,130.295,130.509
25/01/2023 04:00,130.509,130.582,130.34,130.446
25/01/2023 05:00,130.442,130.583,130.43,130.437
25/01/2023 06:00,130.442,130.485,130.297,130.391
25/01/2023 07:00,130.391,130.482,130.25,130.431
25/01/2023 08:00,130.43,130.492,130.159,130.242
25/01/2023 09:00,130.242,130.281,129.801,129.851
25/01/2023 10:00,129.848,130.103,129.803,129.983
25/01/2023 11:00,129.979,129.982,129.652,129.69
25/01/2023 12:00,129.693,129.855,129.554,129.7
25/01/2023 13:00,129.697,130.033,129.676,129.956
25/01/2023 14:00,129.958,130.003,129.61,129.696
25/01/2023 15:00,129.691,129.715,129.26,129.588
25/01/2023 16:00,129.588,129.945,129.55,129.643
25/01/2023 17:00,129.642,129.715,129.549,129.614
25/01/2023 18:00,129.616,129.631,129.41,129.533
25/01/2023 19:00,129.535,129.677,129.505,129.537
25/01/2023 20:00,129.534,129.648,129.497,129.596
25/01/2023 21:00,129.597,129.613,129.505,129.589
25/01/2023 22:00,129.595,129.619,129.393,129.504
25/01/2023 23:00,129.485,129.513,129.21,129.258
26/01/2023 00:00,129.255,129.38,129.1,129.216
26/01/2023 01:00,129.212,129.343,129.094,129.209
26/01/2023 02:00,129.213,129.588,129.13,129.386
26/01/2023 03:00,129.384,129.436,129.25,129.31
26/01/2023 04:00,129.312,129.321,129.01,129.238
26/01/2023 05:00,129.24,129.43,129.232,129.326
26/01/2023 06:00,129.327,129.407,129.196,129.337
26/01/2023 07:00,129.339,129.745,129.334,129.481
26/01/2023 08:00,129.482,129.868,129.478,129.807
26/01/2023 09:00,129.812,129.994,129.729,129.959
26/01/2023 10:00,129.954,130,129.62,129.677
26/01/2023 11:00,129.681,129.892,129.674,129.822
26/01/2023 12:00,129.823,130.014,129.64,129.754
26/01/2023 13:00,129.753,130.275,129.665,129.869
26/01/2023 14:00,129.867,130.384,129.69,130.311
26/01/2023 15:00,130.312,130.549,130.12,130.443
26/01/2023 16:00,130.444,130.617,130.31,130.397
26/01/2023 17:00,130.4,130.419,130.256,130.337
26/01/2023 18:00,130.336,130.336,130.046,130.151
26/01/2023 19:00,130.152,130.292,130.137,130.223
26/01/2023 20:00,130.224,130.295,130.192,130.245
26/01/2023 21:00,130.241,130.279,130.196,130.211
26/01/2023 22:00,130.209,130.24,130.059,130.15
26/01/2023 23:00,130.15,130.214,129.645,129.805
27/01/2023 00:00,129.804,129.886,129.49,129.635
27/01/2023 01:00,129.639,129.815,129.61,129.689
27/01/2023 02:00,129.69,129.778,129.599,129.763
27/01/2023 03:00,129.762,129.923,129.679,129.858
27/01/2023 04:00,129.856,130.154,129.856,130.021
27/01/2023 05:00,130.02,130.058,129.89,129.98
27/01/2023 06:00,129.978,130.27,129.818,130.18
27/01/2023 07:00,130.181,130.27,129.87,129.966
27/01/2023 08:00,129.957,130.002,129.7,129.905
27/01/2023 09:00,129.908,129.957,129.743,129.849
27/01/2023 10:00,129.853,129.869,129.659,129.825
27/01/2023 11:00,129.822,129.974,129.74,129.906
27/01/2023 12:00,129.909,129.996,129.8,129.87
27/01/2023 13:00,129.86,129.935,129.55,129.733
27/01/2023 14:00,129.734,130.068,129.637,129.881
27/01/2023 15:00,129.882,130.042,129.77,129.979
27/01/2023 16:00,129.979,129.993,129.789,129.94
27/01/2023 17:00,129.937,129.957,129.819,129.913
27/01/2023 18:00,129.914,129.951,129.867,129.918
27/01/2023 19:00,129.916,129.94,129.867,129.907
27/01/2023 20:00,129.908,129.928,129.852,129.877
27/01/2023 21:00,129.878,129.891,129.776,129.809
29/01/2023 22:00,129.644,129.849,129.644,129.805
29/01/2023 23:00,129.81,129.89,129.729,129.833
30/01/2023 00:00,129.833,130.136,129.831,130.085
30/01/2023 01:00,130.084,130.29,130.048,130.226
30/01/2023 02:00,130.225,130.268,130.021,130.071
30/01/2023 03:00,130.075,130.141,129.909,129.913
30/01/2023 04:00,129.912,129.932,129.199,129.48
30/01/2023 05:00,129.477,129.747,129.401,129.637
30/01/2023 06:00,129.635,129.649,129.45,129.588
30/01/2023 07:00,129.588,129.679,129.408,129.58
30/01/2023 08:00,129.584,130.19,129.582,130.124
30/01/2023 09:00,130.125,130.143,129.892,129.969
30/01/2023 10:00,129.968,129.991,129.84,129.865
30/01/2023 11:00,129.861,130.259,129.86,130.172
30/01/2023 12:00,130.173,130.2,129.999,130.071
30/01/2023 13:00,130.07,130.208,129.962,130.136
30/01/2023 14:00,130.133,130.35,130.08,130.264
30/01/2023 15:00,130.265,130.4,130.175,130.311
30/01/2023 16:00,130.317,130.48,130.29,130.349
30/01/2023 17:00,130.346,130.417,130.306,130.411
30/01/2023 18:00,130.415,130.49,130.343,130.423
30/01/2023 19:00,130.422,130.61,130.397,130.557
30/01/2023 20:00,130.555,130.558,130.42,130.463
30/01/2023 21:00,130.463,130.469,130.4,130.44
30/01/2023 22:00,130.417,130.446,130.343,130.378
30/01/2023 23:00,130.367,130.533,130.35,130.481
31/01/2023 00:00,130.487,130.506,130.268,130.299
31/01/2023 01:00,130.301,130.31,130.1,130.13
31/01/2023 02:00,130.133,130.201,130.059,130.182
31/01/2023 03:00,130.181,130.266,130.14,130.243
31/01/2023 04:00,130.243,130.404,130.163,130.312
31/01/2023 05:00,130.311,130.35,130.133,130.184
31/01/2023 06:00,130.183,130.29,130.14,130.253
31/01/2023 07:00,130.248,130.309,130.037,130.147
31/01/2023 08:00,130.148,130.406,130.071,130.387
31/01/2023 09:00,130.386,130.432,130.228,130.39
31/01/2023 10:00,130.391,130.484,130.33,130.396
31/01/2023 11:00,130.393,130.47,130.31,130.434
31/01/2023 12:00,130.435,130.496,130.33,130.434
31/01/2023 13:00,130.43,130.442,129.798,129.89
31/01/2023 14:00,129.891,129.974,129.76,129.842
31/01/2023 15:00,129.84,130.219,129.73,130.037
31/01/2023 16:00,130.033,130.23,130,130.177
31/01/2023 17:00,130.175,130.37,130.17,130.192
31/01/2023 18:00,130.195,130.232,130.09,130.137
31/01/2023 19:00,130.138,130.205,130.05,130.175
31/01/2023 20:00,130.161,130.24,130.12,130.135
31/01/2023 21:00,130.134,130.192,130.076,130.101
