close_ma20_diff,close_ma100_diff,up_bb20_low_bb20_diff,ma50_ma100_diff,hr,bb_status,market_state_lag1
0.18180000000000973,1.2692300000000216,1.738473425905454,0.2853100000000097,4,0,0
0.10144999999999982,-0.22819999999998686,0.6240762096014123,0.10128000000003112,22,0,1
-0.03444999999999254,-0.028219999999976153,0.5506458982471258,-0.2723399999999856,21,0,1
-0.015850000000000364,0.654059999999987,0.7446078727256804,0.2937000000000012,7,0,0
-0.08420000000000982,-0.6167299999999898,0.8923417800884295,-0.3473099999999931,12,0,1
0.5329499999999996,1.1232899999999972,1.550198887027193,0.27339000000000624,3,0,2
-0.1667500000000075,0.6154499999999814,0.7707209201791443,0.6274699999999882,16,0,1
-0.011300000000005639,0.5945199999999886,0.4762964133983587,0.3477400000000159,10,0,1
0.9855999999999767,0.5502199999999959,2.0297805533422206,-0.322480000000013,18,1,2
0.30844999999999345,0.41486000000000445,0.582055124735632,0.33320000000000505,5,2,1
0.08194999999997776,-0.10540000000000305,0.8081713992151407,0.244560000000007,19,0,1
0.057950000000005275,1.526520000000005,1.4324647731076539,0.7939400000000205,3,0,1
-0.04969999999997299,1.0723300000000222,0.5110156654431535,0.49213000000000306,14,0,1
0.1427500000000066,0.7695600000000127,0.41660457047811406,0.32822000000001594,12,0,1
-0.4385499999999922,-0.4996699999999805,1.1728726587454616,0.11464999999998327,20,0,1
0.15964999999999918,0.045459999999991396,0.2748343802596196,-0.005519999999989977,2,2,1
0.28530000000000655,0.23516000000000759,0.5991799306841017,-0.1770400000000052,16,1,1
0.23050000000000637,0.9889199999999789,1.156979370202805,0.6797799999999654,23,0,1
0.4071999999999889,1.2437000000000182,0.9073051827711538,0.7361999999999966,11,0,2
0.24635000000000673,1.4297399999999811,2.5034669938818297,0.5370799999999747,1,0,1
0.01650000000000773,0.5096699999999998,0.4982368912903894,0.4798100000000147,5,0,1
0.3936999999999955,-2.115880000000004,1.3325806226149695,-1.7620000000000005,11,0,1
0.07269999999999754,0.6750400000000241,0.7059638873714107,0.3251200000000267,6,0,1
0.5457500000000266,0.5148899999999799,1.0498776871037308,0.06352999999998588,6,2,2
0.12999999999999545,1.0719399999999837,0.7570880498741985,0.6628599999999949,17,0,1
0.054550000000006094,0.07642000000001303,0.4501405155037901,0.2008000000000152,10,0,1
-1.071249999999992,0.17869000000001733,2.2202053484855924,1.5319900000000075,21,0,1
0.4217000000000155,0.5298200000000293,1.0492785288253117,0.11522000000002208,20,0,2
0.5192499999999995,1.1431499999999915,1.6554674327694556,0.4479300000000137,19,0,2
-0.06024999999999636,-0.061299999999988586,0.5536677702925203,0.23372000000000526,11,0,1
-0.4238499999999874,-0.3245599999999911,0.9594913345164287,0.09604000000001633,10,0,0
0.0002499999999940883,-0.6621700000000033,0.4884637572022825,-0.23447000000001594,10,0,1
-0.25714999999996735,1.6252300000000162,1.0782717360700644,1.609829999999988,14,0,1
-0.6589000000000169,-2.2842100000000016,2.002099066856715,-0.9373500000000092,2,0,0
0.08464999999998213,0.7563799999999787,0.9446726192801975,0.4265399999999602,3,0,1
0.4779999999999802,1.058749999999975,1.8018082145656535,0.11536999999998443,12,0,2
0.17089999999998895,1.0400699999999858,0.7471713954705592,0.6800700000000006,21,0,1
-0.6412000000000262,-0.6794399999999996,0.8466280858650066,0.11450000000002092,13,3,2
0.7698000000000036,0.06108000000000402,1.643626593522015,-0.2287600000000225,20,4,2
-0.16149999999998954,-1.1281599999999798,1.0232484906752575,-0.28539999999998145,10,0,1
0.16464999999999463,1.2918400000000076,1.4826061122759597,0.2965599999999995,5,0,0
-0.04950000000002319,0.03354999999999109,0.36161392594408426,-0.005290000000002237,9,0,1
0.5502500000000055,1.6673900000000117,2.533099412096476,0.4853700000000174,22,0,2
0.618300000000005,1.4190899999999829,1.1150107669330964,0.5692299999999761,16,2,2
-0.16130000000001132,0.22827999999998383,1.1512183751779048,0.48013999999997736,2,0,0
0.1954499999999939,1.123909999999995,0.7323806601825709,0.8364299999999787,0,0,1
-0.03544999999999732,0.3390399999999829,0.6408789687425269,0.03188000000000102,2,0,1
-0.29200000000003,-0.6211199999999906,1.253225228578799,0.03358000000000061,16,0,1
0.15890000000001692,0.2673599999999965,0.6747623675169052,0.13311999999999102,5,0,1
-0.3009500000000003,0.7563100000000134,1.0724119200663154,0.6766499999999951,9,0,1
1.5701500000000124,1.6315200000000232,4.9093536974127545,-0.5097399999999652,21,0,2
0.35990000000003874,0.3617500000000291,1.4840739943245467,-0.14708999999996308,19,0,1
-0.6497499999999832,-1.4640300000000082,1.5188853946613676,-0.21501000000000658,5,0,1
-0.2598999999999876,-2.085989999999981,0.9610318139081073,-1.3250299999999982,22,0,1
-0.020999999999986585,-0.1303399999999897,0.42562152694193855,-0.1924799999999891,20,0,1
-0.7180000000000177,-0.3920099999999991,1.7385889014833538,0.5406100000000151,13,5,1
-0.29469999999997754,-1.1334400000000073,1.46921997206897,-0.23828000000000316,6,0,0
0.4030999999999949,0.35159999999996217,1.2402878443288614,0.13443999999995526,4,0,2
0.044950000000000045,-0.00719999999998322,0.4608760076915246,-0.02143999999998414,18,0,1
-1.1718999999999937,-1.5080300000000193,2.8586860139340047,-0.05225000000004343,16,6,2
0.4879499999999837,0.3419900000000098,1.5274644831802107,-0.5358299999999758,17,0,1
-0.34499999999999886,-0.5685799999999972,0.4979520160480888,0.09054000000000428,13,3,1
-0.4122500000000002,-1.0534999999999854,1.668297020087664,-0.4150199999999984,22,0,1
0.5889499999999828,0.21811999999999898,1.6623577294424194,-0.2662599999999884,21,0,2
0.3390499999999861,1.2217400000000112,1.5508071786107394,0.6161600000000078,4,0,1
-0.2109000000000094,-0.21425000000002115,0.6064688476283209,0.1245699999999772,12,6,1
0.02544999999997799,-1.3314900000000023,1.058419457099319,-0.6308699999999874,13,0,1
0.05550000000002342,1.0279600000000073,0.8689357070639971,0.4780800000000056,2,0,1
0.07865000000001032,1.1919300000000135,0.9009901219376388,0.8352299999999957,18,0,1
-0.12065000000001191,0.3402500000000259,0.47431595053160436,0.1629700000000298,12,0,1
-0.08875000000000455,0.8578400000000101,1.2636707599065176,0.3205199999999877,20,0,1
0.2555499999999995,0.36022999999997296,0.8739326482402703,0.5792899999999861,19,0,1
0.21010000000001128,1.4488599999999963,1.1027436786454814,1.1147599999999898,18,0,1
